Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6,171.0833333,0,0,28,952.2857143,0,0.013333333,52.10818182,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,499,0,0.018181818,86.388,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
5,175.1,0,0,26,615.5595238,0,0.002083333,62.77367187,0,Sep,1,1,1,3,New_Visitor,TRUE,TRUE
0,0,0,0,4,75.5,0,0.05,0,0,Nov,2,2,1,8,New_Visitor,FALSE,FALSE
7,160.2307692,0,0,125,4313.139103,0.001736111,0.019623016,11.37678683,0,May,2,2,4,6,Returning_Visitor,TRUE,FALSE
4,15,1,17,17,490,0,0.027272727,15.66445171,0,Mar,2,2,4,10,Returning_Visitor,FALSE,TRUE
3,19,0,0,120,3013.116917,0.001680672,0.007407748,14.18391563,0,Nov,2,5,1,2,Returning_Visitor,FALSE,TRUE
1,2,0,0,5,86.6,0,0.1,0,0,Sep,3,2,3,2,Returning_Visitor,FALSE,FALSE
3,29.44,1,0,4,15.24,0,0.039583333,0,0,Sep,2,2,8,2,Returning_Visitor,FALSE,TRUE
3,42.6,2,41.5,18,1049.516667,0.023809524,0.03968254,14.25648352,0,Mar,3,2,2,3,Returning_Visitor,TRUE,TRUE
2,112.8,0,0,27,1555.967143,0,0.001724138,44.85638692,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
14,181.0733333,3,58.4,18,450.5066667,0,0.011111111,0,0,Oct,2,2,1,3,Returning_Visitor,TRUE,FALSE
1,20,0,0,21,2179.666667,0,0.002105263,0,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,21,499.75,0.00952381,0.033333333,0,0,Nov,2,4,3,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,38,1035.935714,0.037894737,0.05272284,0,0.2,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,32,0,0.075,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE
2,561.5,2,31,95,4817.924102,0.007496464,0.025637791,50.09121868,0,Nov,1,1,5,2,Returning_Visitor,FALSE,TRUE
3,49.75,0,0,20,547.4007937,0,0.011688312,15.06586317,0,Nov,3,2,5,2,Returning_Visitor,FALSE,TRUE
7,67,2,725.5,101,4713.8,0.009444444,0.010481956,20.62474136,0,May,1,1,6,3,Returning_Visitor,TRUE,TRUE
6,132,1,5,30,1039.244444,0.005714286,0.017809524,3.998,0.6,May,3,2,4,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,9,3,Returning_Visitor,FALSE,FALSE
3,99,0,0,37,2419.133333,0.007894737,0.023245614,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
3,129,0,0,74,2378.263492,0.005333333,0.025042424,4.141458811,0,Nov,2,6,9,1,Returning_Visitor,FALSE,TRUE
4,149.25,0,0,27,1212.809524,0,0.020967742,14.89210837,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
2,40.25,0,0,23,766.25,0.008333333,0.025,24.07951908,0,Dec,1,1,2,8,Returning_Visitor,TRUE,TRUE
3,37.58333333,0,0,67,1982.523611,0.004411765,0.010971792,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
6,93.9,0,0,19,323.3740476,0.024242424,0.032223645,19.39995042,0,Sep,2,2,3,1,Returning_Visitor,TRUE,FALSE
4,63,0,0,22,2232.5,0,0.008,0,0,May,2,2,9,2,New_Visitor,FALSE,FALSE
1,86.6,0,0,14,349.5761905,0,0.004761905,60.43737784,0,Nov,1,1,1,3,New_Visitor,FALSE,TRUE
9,158.3555639,3,177.8,96,4162.538005,0.012378641,0.025287479,3.582981195,0,Sep,3,2,5,13,Returning_Visitor,FALSE,FALSE
5,39.83333333,0,0,34,2348.8125,0.02,0.055166667,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
1,17.2,0,0,4,192.4,0,0.01,0,0,Sep,2,2,2,2,New_Visitor,FALSE,FALSE
15,149.0316092,2,1529.2,23,2128.704568,0.005714286,0.020425941,16.19731984,0,Oct,2,2,2,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,264.0833333,0,0.02,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE
3,83,4,220.25,106,2974.734799,0.005165165,0.02044187,19.03391341,0,Nov,2,2,7,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,44,0,0.1,0,0,May,1,1,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,224,0,0.052631579,0,0,May,2,2,3,19,Returning_Visitor,FALSE,FALSE
1,5.5,3,169.2,14,517.66,0.011111111,0.022222222,50.18313917,0,Jul,3,2,1,2,Returning_Visitor,TRUE,FALSE
3,46,0,0,59,3478.75,0,0.013559322,0,0,Nov,2,10,3,1,Returning_Visitor,TRUE,FALSE
8,463.75,4,337.5,157,6123.741494,0.007198364,0.019816374,0,0,Nov,2,2,7,2,Returning_Visitor,TRUE,TRUE
2,28,0,0,27,434.5,0,0.006896552,0,0,Nov,8,2,7,2,New_Visitor,FALSE,TRUE
2,46,0,0,13,195,0,0.008333333,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,4190.75,0.021764706,0.074369748,0,0,May,2,2,8,6,Returning_Visitor,FALSE,FALSE
3,138,2,1005,62,2450.435809,0.003125,0.012783365,0,0,May,2,2,4,4,Returning_Visitor,TRUE,FALSE
1,70.5,0,0,12,541.5357143,0,0.008333333,115.7819471,0,Nov,2,5,3,2,New_Visitor,TRUE,TRUE
0,0,0,0,31,2767.625,0,0.006896552,52.67778465,0,Nov,8,13,9,20,Other,FALSE,TRUE
1,0,0,0,90,5621.599206,0,0.013068182,2.099045455,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
9,227.375,4,102.25,48,2849.482143,0,0.014853801,4.741626063,0,Nov,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,58.2,0.066666667,0.044444444,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,169.1666667,0,0.036363636,0,0,Oct,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,198.75,0.016666667,0.023333333,0,0,Nov,2,5,7,3,Returning_Visitor,TRUE,FALSE
1,34,0,0,7,179,0,0.028571429,53.13428571,0,Mar,2,4,2,8,New_Visitor,FALSE,TRUE
5,943,2,16,7,935.6666667,0,0.0375,0,0,Nov,2,2,3,6,Returning_Visitor,TRUE,TRUE
0,0,0,0,21,434.5,0,0.023809524,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
2,53.4,0,0,3,66.4,0,0.04,0,0,Oct,1,1,4,3,Returning_Visitor,TRUE,FALSE
3,86.6,0,0,41,1678.4,0.031060606,0.046893939,0,0,June,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,21,0,0,81,2930.722222,0.003658537,0.018943089,0,0,Nov,2,2,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,16,1062.666667,0,0.0125,54.56704868,0,Sep,4,1,1,4,New_Visitor,FALSE,TRUE
5,110.95,0,0,23,448.25,0.024,0.043333333,0,0,Nov,3,2,8,11,Returning_Visitor,FALSE,FALSE
1,0,0,0,9,336.8833333,0,0.04,30.21969637,0,Sep,1,2,6,4,Returning_Visitor,FALSE,TRUE
4,108,0,0,9,212.5,0,0.018181818,0,0,Dec,1,1,1,1,Returning_Visitor,TRUE,FALSE
2,9,0,0,18,558.1933333,0,0.011111111,0,0,Aug,2,2,3,1,Returning_Visitor,FALSE,FALSE
7,119,0,0,67,2421.060623,0,0.005379499,0.902835681,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
4,33,0,0,3,20,0,0.04,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE,FALSE
2,96,0,0,61,1260.524994,0,0.003225806,131.5040438,0,Nov,2,2,7,10,Returning_Visitor,TRUE,TRUE
13,293.5785714,3,26,161,3457.628812,0.006140351,0.018923933,15.988034,0,Nov,2,5,7,2,Returning_Visitor,TRUE,TRUE
4,38,3,909,23,542.3333333,0,0.015306122,25.41321429,0.6,May,2,6,1,2,Returning_Visitor,FALSE,TRUE
6,213.5,0,0,11,303.5,0,0.016666667,87.9029606,0,Dec,8,13,9,20,Other,FALSE,TRUE
0,0,0,0,7,96,0,0.025,54.20146753,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
1,169.2,0,0,24,1433.163333,0.008333333,0.006944444,0,0,Aug,3,2,3,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,11,577,0.018181818,0.027272727,0,0.2,Feb,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,783.5666667,0,0.005882353,62.07882353,0,May,2,2,1,6,Returning_Visitor,TRUE,TRUE
1,17.1,1,31.2,45,812.2873894,0,0.022732152,4.395471544,0,Aug,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,5,2,1,Other,FALSE,FALSE
10,137.5,1,32.5,145,6165.878774,0.001333333,0.020769697,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE,TRUE
1,9,1,82,93,3148.173939,0.021875,0.039475088,3.323971324,0.4,May,3,2,8,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,1040,0.077777778,0.116666667,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
2,337.6,0,0,2,8,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
2,166.9166667,7,115,233,7952.491839,0.001834947,0.019045831,8.920900783,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,47.33333333,0,0,65,1267.502814,0.004545455,0.021632395,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
8,260.2083333,0,0,58,1436.690476,0,0.008231293,12.80819078,0,Dec,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,20,499.6666667,0.01,0.03,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,1900.675,0.008510638,0.009574468,0,0,Nov,1,1,3,10,Returning_Visitor,TRUE,TRUE
1,9,0,0,15,688.1833333,0,0.011904762,43.03066045,0,Dec,1,1,3,2,New_Visitor,FALSE,TRUE
9,204.0833333,0,0,63,3552.702381,0,0.007,19.95572297,0,Mar,1,2,8,8,New_Visitor,FALSE,TRUE
1,34,0,0,12,2052.833333,0.016666667,0.016666667,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,200,0,0.047222222,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,408,0,0.022222222,88.78460596,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,5,1,Returning_Visitor,FALSE,FALSE
8,192.5555556,1,91,109,2926.431962,0,0.001851852,12.8915,0,May,4,1,1,3,New_Visitor,FALSE,TRUE
2,16,0,0,10,399,0.015384615,0.046153846,0,0,Nov,1,1,1,8,Returning_Visitor,FALSE,FALSE
2,64.5,0,0,24,1151.136905,0,0.0186,15.27655756,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
12,504.2533333,2,1665.066667,243,8768.477228,0.014137484,0.028099523,1.827470744,0,Jul,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,2,499,12,755,0,0.015384615,71.488,0,May,2,5,2,2,New_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,186.7,0,0.022222222,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,280.5,0,0.0125,0,0,May,4,1,1,3,Returning_Visitor,FALSE,FALSE
11,268.2,2,71.1,49,1758.25,0,0.020562771,0,0,Sep,2,5,4,1,Returning_Visitor,FALSE,TRUE
3,23,0,0,30,465.4166667,0,0.009375,50.66498303,0,Mar,4,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,249.3333333,0,0.02,0,0,Nov,1,2,6,8,New_Visitor,FALSE,FALSE
2,23,0,0,50,2473.196429,0,0.013301282,0,0,Nov,2,2,3,8,New_Visitor,FALSE,FALSE
2,32,0,0,30,1407.5,0.006451613,0.02516129,15.51193548,0,May,2,2,1,13,Returning_Visitor,FALSE,TRUE
3,163.375,0,0,4,24,0,0.028571429,0,0,Nov,2,2,1,3,Returning_Visitor,TRUE,FALSE
8,315.845679,4,382.4,31,1314.112346,0.014285714,0.013518007,37.53469014,0,Oct,1,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,26.5,0,0.05,0,0,Mar,2,2,9,2,Returning_Visitor,TRUE,FALSE
3,42.6,2,41.5,18,1049.516667,0.023809524,0.03968254,14.25648352,0,Mar,3,2,2,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,32,905.1,0,0,83.80837784,0,Oct,2,2,6,2,New_Visitor,FALSE,TRUE
0,0,0,0,5,252.5,0,0.02,0,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
5,158,0,0,56,2220.871465,0.003389831,0.006327684,10.24598305,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,726,0.075,0.108333333,0,0.6,May,2,2,1,19,Returning_Visitor,FALSE,FALSE
2,194.9,0,0,14,227.3333333,0,0.009183673,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE,TRUE
10,1222.4,0,0,26,2988.883333,0,0.002903226,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,FALSE
10,137.5,1,32.5,145,6165.878774,0.001333333,0.020769697,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE,TRUE
2,44.5,0,0,137,7012.266796,0.008321168,0.01964546,0,0,Nov,1,1,1,10,Returning_Visitor,TRUE,TRUE
1,24.5,0,0,46,1525.666667,0,0.006382979,107.2170213,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
8,310.0666667,1,49.4,71,1441.974535,0.003013699,0.009218133,48.30461627,0,Oct,1,1,2,20,Returning_Visitor,TRUE,TRUE
1,29.2,1,322.4,10,126.9333333,0.014285714,0.036904762,13.59420027,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,131.5,1,19,62,1524.962997,0,0.003266621,83.96813664,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,11,332.125,0.036363636,0.090909091,0,0,Nov,2,2,6,3,Returning_Visitor,FALSE,FALSE
3,555.5,0,0,58,2034.261905,0.00862069,0.035172414,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,27,2514.25,0,0.006666667,31.40784,0,May,2,2,3,5,New_Visitor,FALSE,TRUE
0,0,0,0,4,49.5,0,0.016666667,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1051.166667,0,0.00952381,14.14084367,0,Nov,1,8,2,6,New_Visitor,TRUE,TRUE
15,317.0189394,3,126.75,238,9956.225533,0.0052,0.016955684,6.556237434,0,Nov,2,4,3,1,Returning_Visitor,TRUE,TRUE
9,344,0,0,22,1860.25,0,0.013095238,12.94438665,0,Dec,2,2,7,1,Returning_Visitor,FALSE,TRUE
8,305.6666667,1,0,35,796.25,0.005555556,0.011574074,0,0,Dec,1,1,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,107,0,0.05,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
1,7,4,103.75,99,3517.039683,0.007189542,0.020421866,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
2,229.5,0,0,31,1909.232143,0.0125,0.034375,17.15249937,0,Dec,2,2,3,8,Returning_Visitor,FALSE,TRUE
4,126.0769231,2,43.33333333,34,1395.445862,0.038927739,0.042311136,48.66071756,0,Nov,3,2,1,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,705.8333333,0.028571429,0.085714286,0,0,Dec,5,11,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,111,3971.515278,0.009009009,0.024725635,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,41,0,0,30,1018,0,0.003448276,54.21806897,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
3,32,0,0,15,371.25,0,0.011764706,0,0,Nov,1,8,4,11,Returning_Visitor,FALSE,FALSE
6,408.2,0,0,33,878.6238095,0,0.02045045,19.3654955,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,144.5,2,52.5,39,1299.5,0.004878049,0.021138211,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
15,304.5833333,0,0,33,761.2233333,0.007619048,0.020793651,0,0,Oct,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,2,20.2,11,473.8333333,0,0.025,0,0,June,3,2,8,3,Returning_Visitor,FALSE,FALSE
2,21.2,0,0,7,897.8,0,0.055555556,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
6,167,0,0,71,1445.458333,0.004054054,0.013963964,12.30811748,0,Nov,3,2,1,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,371.5,0.0125,0.025,0,0,Mar,2,5,7,1,Returning_Visitor,FALSE,FALSE
1,7,0,0,15,430.5,0,0.019047619,0,0,May,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,120.79,0,0.00952381,11.80891356,0,June,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,30,480.5,0.033333333,0.073333333,0,0,May,2,2,7,6,Returning_Visitor,FALSE,FALSE
1,0,3,82,120,2895.129762,0.001626016,0.005813008,16.96317099,0,Nov,1,2,1,11,Returning_Visitor,FALSE,TRUE
4,104.25,0,0,38,1429.875,0,0.022807018,4.113391331,0,Nov,2,2,1,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,312.0333333,0,0.009090909,17.808,0,May,2,2,8,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,355.6666667,0,0.038095238,0,1,May,1,1,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,94.33333333,0,0.028571429,0,0,May,2,5,2,3,Returning_Visitor,FALSE,FALSE
2,28,0,0,42,1329.666667,0,0.002325581,80.04344186,0,May,2,2,1,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,19,1040.2,0,0.011111111,115.98,0,May,2,2,6,2,New_Visitor,TRUE,TRUE
2,50.5,0,0,14,689.3833333,0,0.013333333,100.7776,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
6,60,2,61,23,1031.704762,0,0.007111111,33.14784917,0,Mar,4,2,9,10,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,608.75,0,0.025,42.422531,0,Dec,2,2,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,411.9166667,0,0.036190476,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,TRUE
5,168.2,0,0,15,2026.633333,0.008333333,0.039,0,0,Nov,3,2,7,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,38,1656.615043,0.018421053,0.04154591,0,0,Dec,3,2,2,2,Returning_Visitor,TRUE,FALSE
15,238.5833333,3,119.5,147,2933.695013,0.003797468,0.016656739,18.1270044,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
13,344.4922161,5,271.25,182,5402.78526,0.000968661,0.006829256,16.27511574,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
7,184.9333333,4,277.5,70,3993.135714,0.006,0.014539683,32.09724943,0,Nov,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,29,520.6,0.015172414,0.045684431,0,0,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,488.3333333,0,0.004347826,72.30208696,0,May,2,2,1,4,New_Visitor,FALSE,TRUE
6,145,6,199,40,1834.166667,0,0.006734694,49.47040982,0,Mar,2,5,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,561.5,0,0.05,0,0,Dec,2,4,7,20,Returning_Visitor,FALSE,FALSE
1,26.2,0,0,13,245.1666667,0,0,58.9241766,0,Aug,2,5,3,4,New_Visitor,FALSE,TRUE
6,175,1,10,25,2877.5,0.007692308,0.037435897,0,0,May,2,2,7,1,Returning_Visitor,FALSE,FALSE
1,22.2,0,0,43,1257.9,0.00952381,0.020634921,0,0,Sep,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,166.1666667,0,0.025,17.541,1,May,2,2,2,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,355.1666667,0,0.004166667,18.02533,0,Mar,2,4,1,2,Returning_Visitor,FALSE,TRUE
2,118.9,0,0,30,1216.726667,0,0.008602151,26.13036122,0,Nov,4,2,6,2,New_Visitor,TRUE,TRUE
0,0,0,0,3,145,0.066666667,0.133333333,0,0,June,2,2,1,3,Returning_Visitor,FALSE,FALSE
10,1559.75,1,7,41,1663.761905,0.004347826,0.015942029,13.63463318,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,141.1666667,0,0.007142857,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE
4,69.66666667,1,23,161,6524.035369,0.005050505,0.013944826,45.41882207,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
3,195,0,0,49,1179.014103,0,0.001923077,0,0,May,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,10,428.6666667,0,0.022222222,36.256,0.4,May,2,2,5,2,New_Visitor,FALSE,TRUE
0,0,0,0,3,402,0,0.066666667,0,0,Nov,4,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,1,0,46,2183.8875,0,0.010638298,0,0,Nov,2,2,9,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,272.9,0.05,0.075,0,0,Oct,1,1,1,1,New_Visitor,FALSE,FALSE
1,25.7,0,0,6,143.3,0,0.028571429,38.27331194,0,Jul,2,5,1,4,New_Visitor,FALSE,TRUE
5,150.7,0,0,12,201.6,0.026666667,0.04,0,0,Oct,1,1,4,2,New_Visitor,FALSE,FALSE
2,65.5,0,0,53,975.9722222,0.001851852,0.016296296,75.30864691,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,723,0,0.028571429,32.90611766,0,Dec,2,2,4,1,Returning_Visitor,TRUE,TRUE
2,64.5,0,0,52,2120.630952,0,0.011965812,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4,82,0,0,13,242,0,0.018181818,31.98,0,May,1,2,8,3,Returning_Visitor,FALSE,TRUE
3,87.83333333,0,0,27,798.3333333,0,0.012643678,22.9160357,0.8,Feb,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,42,1892.005556,0.02195122,0.040859466,0,0,Nov,1,1,1,13,Returning_Visitor,TRUE,TRUE
5,95.325,0,0,15,743.6666667,0.01,0.03,19.4281,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,48.4,0,0,34.03997536,0,Sep,2,2,4,1,Returning_Visitor,FALSE,TRUE
1,26,1,55,12,457,0.014285714,0.04047619,0,0,Mar,2,2,9,6,Returning_Visitor,TRUE,FALSE
1,15,2,4,108,6740.557143,0.013761468,0.032553517,24.80248887,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
7,156.5,1,122,26,694.7121212,0,0.00297619,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,1059.575,0,0.011764706,62.76294758,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
1,40,0,0,27,1400.5,0,0.007142857,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE,FALSE
3,56,0,0,19,2117.654762,0,0.014444444,6.708900602,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
2,15,0,0,11,223.4666667,0,0.028571429,0,0,Sep,2,2,3,6,New_Visitor,TRUE,TRUE
0,0,0,0,3,208.5,0.111111111,0.1,0,0.2,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
8,26.41666667,1,391,61,1037.807143,0.003174603,0.027115142,0,0.6,May,2,5,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,17,0,0.1,0,0.4,May,4,1,4,3,Returning_Visitor,FALSE,FALSE
1,65.5,0,0,51,1544.855159,0.012244898,0.027755102,0,0,Nov,3,2,1,1,Returning_Visitor,TRUE,FALSE
10,1271.5,0,0,41,1221.138095,0,0.007801418,71.46597872,0,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
3,182.6428571,3,119.375,64,2671.06994,0.000275482,0.017352092,37.59646822,0,Nov,2,5,6,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,179.8,0,0.033333333,0,0,Nov,3,3,1,3,New_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,7,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,62,2232.45,0.008196721,0.039726776,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,491.5833333,0,0.008333333,45.9675105,0,Dec,3,2,4,2,New_Visitor,TRUE,TRUE
2,115,2,31,23,404.6190476,0,0.026,0,0,May,1,1,2,2,Returning_Visitor,FALSE,FALSE
9,189.1098485,3,39,73,3059.013889,0.012345679,0.024897119,16.74209908,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE
2,45.44444444,1,40.66666667,57,851.6426534,0,0.007923497,3.077836066,0,Mar,2,4,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,87.875,0,0.026666667,0,0,Nov,1,1,4,10,Returning_Visitor,TRUE,TRUE
2,102,0,0,13,177.5,0,0.026666667,0,0,May,2,2,4,3,New_Visitor,TRUE,FALSE
2,113.5,0,0,37,1344.340476,0,0.005405405,11.77908986,0,Dec,2,2,3,2,New_Visitor,FALSE,TRUE
1,7,0,0,29,906.5666667,0,0.006896552,0,0,Mar,4,1,1,2,New_Visitor,TRUE,FALSE
4,117.8,0,0,12,267.8,0.025,0.04375,0,0,Sep,3,2,3,13,Returning_Visitor,FALSE,FALSE
6,189.25,0,0,25,635.4916667,0.006666667,0.010222222,10.58098677,0,Nov,3,2,3,8,Returning_Visitor,TRUE,TRUE
4,157,0,0,20,834.075,0,0.013333333,4.84736534,0,Dec,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,115.8,0,0,46,2557.35,0,0.01372549,44.35848718,0,Oct,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
2,83,0,0,15,630,0,0.003333333,42.23025869,0,Dec,4,1,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,110,0,0.05,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
4,151,0,0,30,1547.233333,0,0.012121212,28.40448178,0,Sep,2,2,2,2,Returning_Visitor,TRUE,TRUE
16,230.3263889,1,0,86,2351.834722,0.002061856,0.020836197,0.335232374,0,Dec,2,2,4,10,Returning_Visitor,TRUE,FALSE
1,24.91666667,1,7.666666667,98,3561.139286,0.008163265,0.018367347,78.19779587,0,Nov,2,2,1,13,Returning_Visitor,TRUE,TRUE
